# 海峰五笔码表中的笔顺表
# 原始数据为 http://okuc.net/software/sunwb_mb.rar
# 本表由原始数据中 GBK、CJKa、CJKb 三部分数据笔顺合并整理而成
# 刘海洋
㗳	251314314341251
㗴	251511225113511
㗵	251433443343534
㗶	251543345153554
㗷	251445112212534
㗸	251332311252112
㗹	251324111214544
㗺	251113421112111
㗻	25125525251454
㗼	2512243143111234
㗽	55345115452251
㗾	2511221251123235
㗿	2515112251112512
㘀	251321511431234
㘁	2512522112143112
㘂	2514315545544544
㘃	251122132514544
㘄	2511234252214153
㘅	2513323411243112
㘆	25112125145154121
㘇	25143344334451234
㘈	25135311345452134
㘉	2513143145115452
㘊	251145244444111251
㘋	251125125542511134
㘌	251215315135333422
㘍	251234324111211534
㘎	25142551221113134
㘏	43132511145425135
㘐	251121125444413434
㘑	2511211123451124134
㘒	3123431251121125135
㘓	25151122511125431234
㘔	25144511221342511134
㘕	25112212512531425221
㘖	251414313333132511134
㘗	251251112511132411121
㘘	4111251554444554444251
㘙	2512512511351221113134
㘚	2515112251151221113134
㘛	2513412514143125111515111
㘜	41112513241112132411121251
㘝	25541
㘞	25531
㘟	251321
㘠	25454341
㘡	25251121
㘢	252431351
㘣	2525125111
㘤	254413121552121
㘥	25344331125235542341
㘦	12153
㘧	1215452
㘨	1212534
㘩	1211535
㘪	1213115
㘫	1211132
㘬	1213554
㘭	1215545
㘮	1215134
㘯	1213153
㘰	1214412
㘱	12125211
㘲	12151335
㘳	21135121
㘴	25134121
㘵	12113252
㘶	354152121
㘷	12112234
㘸	135435121
㘹	212135121
㘺	121321534
㘻	121251341
㘼	121121315
㘽	121121534
㘾	121445112
㘿	1212511121
㙀	1214453435
㙁	1213155414
㙂	1214325135
㙃	1213212134
㙄	1211535121
㙅	1212511234
㙆	1214451354
㙇	12113533434
㙈	12121531535
㙉	12125122134
㙊	12112111534
㙋	12112211134
㙌	12151123234
㙍	12154545454
㙎	121131531534
㙏	121312511354
㙐	121252132522
㙑	325125214121
㙒	251215452121
㙓	121121121121
㙔	121521251152
㙕	121251212511
㙖	121325125214
㙗	121251211534
㙘	121125221531
㙙	4411353334121
㙚	1214311213112
㙛	1211251124124
㙜	4125125251121
㙝	1215353532511
㙞	1213251111234
㙟	1214511543511
㙠	13113453554121
㙡	12133234342134
㙢	12112212523434
㙣	12151512111534
㙤	12121531534312
㙥	12141342513534
㙦	34112344412121
㙧	121121525125121
㙨	121554554134534
㙩	121134432511234
㙪	121121451251431
㙫	121324111211234
㙬	134342341344121
㙭	121134315233534
㙮	121314314341251
㙯	121341213541154
㙰	3535112533112121
㙱	2511521531535121
㙲	1214155332411121
㙳	1211312515344544
㙴	1213513344111251
㙵	1214125125251121
㙶	4125124345251121
㙷	12125115545544444
㙸	12132224314311134
㙹	1211222522145354
㙺	12112512125111345
㙻	121413251121134121
㙼	121251212512125121
㙽	121113251113251134
㙾	1213211343451145521
㙿	1214311213123453534
㚀	12121531512514311534
㚁	121121121135121121121135
㚂	1211251245251251112213534
㚃	121453452431
㚄	121452512152134
㚅	354131121
㚆	412511354
㚇	345234354
㚈	35412
㚉	53354354
㚊	354354415334
㚋	35435435121251
㚌	35435425111234
㚍	354354251212511134
㚎	13452
㚏	134132
㚐	134134
㚑	511134
㚒	1343434
㚓	1341234
㚔	13443112
㚕	13451532
㚖	32511134
㚗	13425111
㚘	11341134
㚙	53251134
㚚	134354251
㚛	134352511
㚜	13412511534
㚝	13432121121
㚞	13412341234
㚟	352511535134
㚠	1344311214444
㚡	1341251213412512
㚢	34531
㚣	531531
㚤	531154
㚥	531112
㚦	531132
㚧	531413
㚨	531512
㚩	5312511
㚪	5313115
㚫	531354
㚬	5313541
㚭	5311354
㚮	5314535
㚯	5313534
㚰	53113241
㚱	53132121
㚲	53121251
㚳	53153251
㚴	53113252
㚵	53135444
㚶	53125151
㚷	53134234
㚸	53151251
㚹	53135352
㚺	53153521
㚻	25121531
㚼	53125121
㚽	12115531
㚾	53125135
㚿	53135515
㛀	53135511
㛁	53114312
㛂	531335215
㛃	112153531
㛄	531413534
㛅	531122111
㛆	531531234
㛇	531413121
㛈	531121315
㛉	531125351
㛊	531351234
㛋	531342444
㛌	531543112
㛍	5311343434
㛎	531251251
㛏	5311243344
㛐	5311251134
㛑	2135454531
㛒	5311251431
㛓	5313413252
㛔	5313541112
㛕	5312515215
㛖	5315434354
㛗	5313434121
㛘	5311245521
㛙	5314143112
㛚	5315425112
㛛	5313251113
㛜	3223134531
㛝	5312511134
㛞	5311121132
㛟	5313525134
㛠	5314252511
㛡	5314451135
㛢	5313123453
㛣	5312512534
㛤	5311254254
㛥	53125342511
㛦	53112341234
㛧	53125213251
㛨	5314311135
㛩	53141542511
㛪	53113425115
㛫	53125113533
㛬	53112134121
㛭	53112212511
㛮	531445433454
㛯	531352513553
㛰	531515152511
㛱	531251211534
㛲	531132511134
㛳	414345252531
㛴	531555325341
㛵	531344325211
㛶	531252134334
㛷	312341354531
㛸	531121251431
㛹	531321251134
㛺	531414312511
㛻	531134121121
㛼	531312321511
㛽	531445431234
㛾	531131251534
㛿	531122245252
㜀	531123425111
㜁	531123425111
㜂	121121124531
㜃	531324111251
㜄	531353251214
㜅	5314155425121
㜆	531431234454
㜇	5311211214544
㜈	5452335453531
㜉	5315552515215
㜊	5315131221534
㜋	5314313425221
㜌	1214515313554
㜍	5314135112251
㜎	5313443554134
㜏	5312512511134
㜐	5312521251431
㜑	4411251124531
㜒	531321511132
㜓	531122341251
㜔	5314143125135
㜕	5311251112454
㜖	53112512212511
㜗	53154545434333
㜘	53121531525111
㜙	5314135221535
㜚	53144532132511
㜛	53112511123534
㜜	5311121533134
㜝	53134451253511
㜞	12511123312531
㜟	53151221113134
㜠	53125232411121
㜡	53133234342134
㜢	53125112512531
㜣	531354413444444
㜤	531125221251112
㜥	531252212511134
㜦	531511121251124
㜧	531134315233534
㜨	531513241343112
㜩	531325431234134
㜪	4143112343312531
㜫	5313322521353134
㜬	5313513344111251
㜭	5312434525125121
㜮	5311252531425221
㜯	53112251255154444
㜰	531325115545541234
㜱	531331233122511134
㜲	5314152513511531354
㜳	5314125221241343534
㜴	531122252214525111
㜵	5314112112544443534
㜶	53135251153535251354
㜷	51513425234343434531
㜸	1223251514143112531
㜹	531251112511132411121
㜺	5313121353121352511134
㜻	53141112515544445544444544
㜼	5312512125121251214525111
㜽	555521
㜾	5213432
㜿	5215452
㝀	55414521
㝁	352511521
㝂	5211213312
㝃	5213525135
㝄	412515211525
㝅	1214515213554
㝆	521121251431251
㝇	4125152141251521
㝈	4111251554444554444521521
㝉	4451
㝊	44554
㝋	44552
㝌	445354
㝍	445151
㝎	445454
㝏	4453432
㝐	4453554
㝑	4454153
㝒	44512251
㝓	445341251
㝔	445413434
㝕	445454454
㝖	445354354
㝗	4454511534
㝘	4454111251
㝙	4451121134
㝚	4453212154
㝛	44532125341
㝜	44512212511
㝝	44512341234
㝞	44512155121
㝟	44512511135
㝠	44525114134
㝡	44512211154
㝢	445325125214
㝣	445111253134
㝤	4451122125211
㝥	4455213431234
㝦	4453241112153
㝧	4455313434121
㝨	4451212513534
㝩	44541351124134
㝪	44512143112354
㝫	44552354131121
㝬	44511122511134
㝭	445442251131121
㝮	445522521123454
㝯	445313425125251
㝰	445325111445344153
㝱	44552131222522145354
㝲	4455213122252214551145252
㝳	124444
㝴	1135124
㝵	25111124
㝶	2522135124
㝷	511121354124
㝸	2343251135
㝹	234335251354
㝺	43151122342343
㝻	122125111212343
㝼	135112
㝽	1352534
㝾	13513121
㝿	13553254
㞀	135134334
㞁	135251135
㞂	1353443531
㞃	34342511354
㞄	13513425115
㞅	13525111234
㞆	13413412512
㞇	134251211534
㞈	134451325122
㞉	134431113121
㞊	5225211234135
㞋	51354
㞌	513521
㞍	513354
㞎	5135215
㞏	5133454
㞐	51341431
㞑	51311511
㞒	513325111
㞓	513352511
㞔	513354354
㞕	513342511
㞖	513125234
㞗	5131241344
㞘	51313533434
㞙	51331152534
㞚	513312321511
㞛	513332352511
㞜	51333231234531
㞝	13211234534513
㞞	51333234342134
㞟	513431253511134
㞠	513134432511234
㞡	5131211211211213534
㞢	5221
㞣	5223453
㞤	25234
㞥	25234
㞦	25235
㞧	25253
㞨	252521
㞩	252354
㞪	511252
㞫	252454
㞬	252121
㞭	134252
㞮	252354
㞯	515252
㞰	2523112
㞱	2522511
㞲	2522512
㞳	2524412
㞴	2523515
㞵	2524134
㞶	2524134
㞷	5221121
㞸	2521324
㞹	25212512
㞺	25231134
㞻	25225115
㞼	52534252
㞽	25215534
㞾	25251335
㞿	25212134
㟀	31234252
㟁	25213112
㟂	25255414
㟃	25251251
㟄	252431112
㟅	252345235
㟆	252323512
㟇	2523434121
㟈	2521241344
㟉	2524453112
㟊	2523443521
㟋	2524325135
㟌	2521353334
㟍	2524511534
㟎	2523443531
㟏	2523445251
㟐	252122415
㟑	2521245521
㟒	2525113251
㟓	2523413252
㟔	2523445251
㟕	2522514412
㟖	2521121132
㟗	23453345352
㟘	25235121251
㟙	25212212511
㟚	12341254252
㟛	25212112211
㟜	25251535234
㟝	25241431251
㟞	25215341534
㟟	25212213455
㟠	25225431252
㟡	25243113455
㟢	25213412512
㟣	25212343554
㟤	25251124134
㟥	25254134333
㟦	252451251112
㟧	252251251115
㟨	252252132522
㟩	515153134252
㟪	252251211534
㟫	252325112534
㟬	252321511254
㟭	252515152511
㟮	252445341344
㟯	252445354251
㟰	2524525114134
㟱	2524311214444
㟲	2521332511234
㟳	2521252211234
㟴	252325113554
㟵	2522522112121
㟶	2521332511234
㟷	252122341251
㟸	2523251113412
㟹	25212211135352
㟺	25225112512531
㟻	12511123312252
㟼	2521121533134
㟽	25212522111234
㟾	25241351125112
㟿	2521221344132
㠀	3251115444252
㠁	25254545434333
㠂	2521121533134
㠃	25241432512251
㠄	25254154132511
㠅	252332312511354
㠆	252251251251112
㠇	252412512341354
㠈	252511225111121
㠉	252414312511211
㠊	25221531522431
㠋	252251251251115
㠌	252122111343534
㠍	252324111211234
㠎	252324111211234
㠏	2521221122112
㠐	252313425125251
㠑	2522522121112111
㠒	2521252211123422
㠓	2521224511353334
㠔	2525132514143112
㠕	25252325113554
㠖	2524311213121534
㠗	252325431234134
㠘	2523211152511134
㠙	25241251451353334
㠚	25222431431121124
㠛	2521223241112154
㠜	25235311345452134
㠝	252113411342511134
㠞	332252111213134252
㠟	252312343533424134
㠠	2522153152512125221
㠡	2524112112544443534
㠢	252325113554413534
㠣	2521331234312342121
㠤	25241251251112213534
㠥	252251212512125121121
㠦	252111221112521251431
㠧	2524131234123421112111
㠨	2521234343412342522151154124
㠩	345325
㠪	1211
㠫	1213541134
㠬	1212511134
㠭	121121121121
㠮	431224312511121
㠯	25151
㠰	53251515
㠱	51512211134
㠲	25235
㠳	34252
㠴	252534
㠵	415252
㠶	252335
㠷	252354
㠸	2521134
㠹	2523432
㠺	2522343
㠻	1213252
㠼	2523312
㠽	25235444
㠾	35455252
㠿	212135252
㡀	4325234
㡁	252134115
㡂	135422252
㡃	252345325
㡄	252352511
㡅	252354354
㡆	252415325
㡇	2521221115
㡈	2523525135
㡉	25251541554
㡊	25235321511
㡋	25213425115
㡌	25225112511
㡍	32511134252
㡎	25254134333
㡏	252341251122
㡐	252431251122
㡑	312344334252
㡒	252331225111
㡓	252451251112
㡔	545233134252
㡕	25212225134
㡖	252312511211
㡗	2523321531535
㡘	2524315112234
㡙	2523253411535
㡚	2521122125211
㡛	252122415325
㡜	25235445411234
㡝	2523541112454
㡞	25225112512531
㡟	25212512212511
㡠	252543341251431
㡡	252131251431124
㡢	252251125221153
㡣	4143452521515111
㡤	2522243143111234
㡥	25234431215114544
㡦	25244512332511134
㡧	25244534543341251431
㡨	25234341211121111534
㡩	4111251554444554444252
㡪	2523443513222121515354
㡫	554251135345
㡬	554554135534
㡭	55455415545545
㡮	5545541345343115
㡯	413315
㡰	413112
㡱	413354
㡲	4131534
㡳	4133515
㡴	41341431
㡵	41334454
㡶	41325134
㡷	41312341
㡸	41331211
㡹	41325111
㡺	41325111
㡻	41335352
㡼	413251153
㡽	413511112
㡾	413511534
㡿	413431523
㢀	413125234
㢁	413354354
㢂	413325151
㢃	4134511534
㢄	4131251431
㢅	4131121132
㢆	4132511211
㢇	4134111251
㢈	41332411121
㢉	41331234315
㢊	41313412512
㢋	41332354354
㢌	4135212512
㢍	41312225134
㢎	413312321511
㢏	413341251122
㢐	41325525251
㢑	4133241112112
㢒	41321531525111
㢓	41341431251112
㢔	41333234342134
㢕	41355332411121
㢖	413343123425121
㢗	413313425125251
㢘	413431511224444
㢙	4131221251112153
㢚	4132153152512153
㢛	4133412512513434
㢜	4131221251214544
㢝	4133525121444431234
㢞	41354154125121122134
㢟	21554
㢠	2525154
㢡	52133544124132
㢢	243252513134132
㢣	122352513134132
㢤	1215354
㢥	251251154
㢦	1251212512154
㢧	5151
㢨	515112
㢩	515354
㢪	515115
㢫	515252
㢬	5151354
㢭	5152154
㢮	51531525
㢯	51551515
㢰	51553254
㢱	51554234
㢲	515515134
㢳	515313534
㢴	515253341
㢵	515341251
㢶	515132511
㢷	515252354
㢸	5155153134
㢹	5154143112
㢺	51541431531
㢻	51531234531
㢼	5154325234
㢽	515122111515
㢾	515125221121
㢿	515325131134
㣀	5151225111134
㣁	5151221325112
㣂	5151251254312
㣃	51541542511515
㣄	51544115151234
㣅	515153515352511
㣆	515134252343434341121
㣇	55133252
㣈	5513325255133252
㣉	121333
㣊	354333
㣋	11324333
㣌	21251333
㣍	54251333
㣎	32511234333
㣏	134251112333
㣐	325112534333
㣑	41351125112333
㣒	432524312511333
㣓	2135454431234333
㣔	33212
㣕	332134
㣖	3321344
㣗	3324513
㣘	33235251
㣙	33225121
㣚	332251251
㣛	332341251
㣜	332113222
㣝	332113534
㣞	332345435
㣟	332121251
㣠	332235444
㣡	332322512
㣢	3324351523
㣣	3321343434
㣤	33215341534
㣥	33232121124
㣦	33231234531
㣧	33255425115
㣨	33253112251
㣩	33212341234
㣪	332344311354
㣫	332312511211
㣬	332251122111
㣭	332345234354
㣮	332122543112
㣯	3325132432511
㣰	33234312344544
㣱	33211212511134
㣲	33225212513134
㣳	332311222214444
㣴	33212212512134
㣵	332121431112454
㣶	3324125251125111
㣷	33244545442522112
㣸	3322243135333431121
㣹	33241332324111214544
㣺	4424
㣻	344544
㣼	442534
㣽	5314544
㣾	442544
㣿	442354
㤀	3454544
㤁	11344544
㤂	3544544
㤃	4424135
㤄	4421252
㤅	15354544
㤆	4423354
㤇	4423134
㤈	4424544
㤉	4421523
㤊	4423434
㤋	4423453
㤌	44212211
㤍	121154544
㤎	532514544
㤏	44235444
㤐	212514544
㤑	44213251
㤒	44213412
㤓	44212341
㤔	44232124
㤕	44252252
㤖	44244512
㤗	111342444
㤘	44235511
㤙	255114544
㤚	442332112
㤛	442323121
㤜	442134534
㤝	442415435
㤞	442445315
㤟	2512214544
㤠	1354224544
㤡	442135422
㤢	442132511
㤣	4311324544
㤤	442251134
㤥	442415334
㤦	442125134
㤧	442331251
㤨	442122134
㤩	3542514544
㤪	1354554544
㤫	1325114544
㤬	442121121
㤭	442313432
㤮	35311214544
㤯	4422534251
㤰	32312114544
㤱	4421251431
㤲	13434344544
㤳	4421324251
㤴	4421221115
㤵	52131344544
㤶	4421353334
㤷	4423445251
㤸	4421213234
㤹	4421241344
㤺	442415325
㤻	35435244544
㤼	4421215453
㤽	4421113124
㤾	44245341234
㤿	44213425115
㥀	44212251111
㥁	132522154544
㥂	44225111124
㥃	44251122511
㥄	44212134354
㥅	44234434554
㥆	44251124134
㥇	44215341534
㥈	252212514544
㥉	44241431251
㥊	44235113511
㥋	324135344544
㥌	44235431234
㥍	44212211134
㥎	312343534544
㥏	44225122134
㥐	341251524544
㥑	132511454544
㥒	44234431234
㥓	44213412512
㥔	44241542511
㥕	433443344544
㥖	354134544544
㥗	44225114134
㥘	44212154534
㥙	44225124544
㥚	44232151134
㥛	44252251541
㥜	442251212511
㥝	442515122111
㥞	442431353334
㥟	442551353334
㥠	442521342511
㥡	442513351234
㥢	442431253511
㥣	1341211214544
㥤	5452334454544
㥥	442251125214
㥦	1134343454544
㥧	442132511134
㥨	5311211214544
㥩	44212132511
㥪	442431234531
㥫	442412512511
㥬	4424143454153
㥭	4421113424134
㥮	4423552335523
㥯	34431215114544
㥰	442321511254
㥱	4421211121115
㥲	12251111344544
㥳	4421332511234
㥴	4423321531535
㥵	4422513533341
㥶	44511221344544
㥷	41313434344544
㥸	51515251214544
㥹	43123434534544
㥺	4421215425221
㥻	13312345344544
㥼	44212121154444
㥽	44211212511134
㥾	4421122132515
㥿	11215331344544
㦀	4423541112454
㦁	12511124544544
㦂	243452512524544
㦃	44241431331121
㦄	413123412344544
㦅	44212213545252
㦆	44221531534312
㦇	44241352211535
㦈	44243112125221
㦉	442121451251431
㦊	4421221122112
㦋	44213412132511
㦌	3115311531154544
㦍	442251251431523
㦎	442511121251211
㦏	442515515122134
㦐	442111251113454
㦑	44251221113134
㦒	442252214111251
㦓	442354413444444
㦔	2511251113444544
㦕	44252354131121
㦖	442511225114544
㦗	4421234123411234
㦘	32511415331344544
㦙	4422511252144544
㦚	414311345444143112
㦛	32111525111344544
㦜	4421223241112154
㦝	344353332511354544
㦞	121512112511244544
㦟	344353325112114544
㦠	44222431431121124
㦡	442325115545541234
㦢	4423143145115452
㦣	3325212511521124544
㦤	12145125143135344544
㦥	4424451112252214544
㦦	4425112251132151135
㦧	4423121353121352511
㦨	44251122511125431234
㦩	4425234431215114544
㦪	44241112514334433454
㦫	4423121353121352511134
㦬	4422522155444432411121
㦭	442145244442512512511234341
㦮	111534
㦯	1541534
㦰	34341534
㦱	11121534
㦲	12153534
㦳	121121534
㦴	1354251534
㦵	3112341534
㦶	1154121534
㦷	54251121534
㦸	212511121534
㦹	2511135331534
㦺	13115341241534
㦻	541541325111534
㦼	11134321511154
㦽	13251112511555534
㦾	4513525
㦿	45131234
㧀	4513354
㧁	451312154
㧂	451325121
㧃	12152
㧄	12152
㧅	12153
㧆	121252
㧇	121251
㧈	121515
㧉	1213115
㧊	1211252
㧋	1211344
㧌	1213115
㧍	1214153
㧎	1211523
㧏	1212534
㧐	1215454
㧑	1214354
㧒	12144534
㧓	12133544
㧔	12113534
㧕	12135352
㧖	12145135
㧗	121212135
㧘	2121353112
㧙	12145434
㧚	1211554
㧛	223143112
㧜	12112525
㧝	532513112
㧞	12131354
㧟	12144115
㧠	12154234
㧡	121415334
㧢	121251341
㧣	121311234
㧤	121415435
㧥	121312135
㧦	121352511
㧧	1214154325
㧨	121331251
㧩	121351252
㧪	121351355
㧫	121132522
㧬	1213543112
㧭	121523112
㧮	121321511
㧯	121121335
㧰	12135234
㧱	3412513112
㧲	1214451234
㧳	12134533112
㧴	1213121534
㧵	1211324251
㧶	1213251113
